id,text
2353,"Бо̂льше Бо̂г має, як роздав."
2354,"Бо̂льше в него розуму в пятѣ, як у тебе в головѣ."
2355,"Бо̂льше днѣв, як ковбас."
2356,"Бо̂льше заходу, нѣжь празнику."
2357,"Бо̂льше страху, як переполоху."
2358,"Бо̂льше, як шмат — бо̂льше, як много."
2359,"Бо̂льшій росхо̂д, нѣжь прихо̂д."
2360,"Бо̂льшій чоловѣк громада, як пан."
2361,"Бог высоко, царь далеко."
2362,"Бог дав, Бог взяв."
2363,"Бог знає, що дѣлає."
2364,Бог людій не бракує.
2365,"Бог не детина, слухати дурного Литвина."
2366,Бог не карає прутом.
2367,"Бог не скорый, але лучен."
2368,"Бог не трубить, коли чоловѣка губить."
2369,"Бога взывай, а руки прикладай."
2370,"Бога не гнѣви, а чорта не дразни."
2371,"Богато говорить, а нема що слухати."
2372,Богато два грибы в борщ.
2373,Богато злого на одного.
2374,"Богатого и серп голить, а убогого и бритва не хоче."
2375,"Богатого покута, убогого бесѣда."
2376,Богатого с хвастливим не роспо̂знаєшь.
2377,Богатому чорт дѣти колыше.
2378,Богачь крає дро̂бно.
2379,Богачь рѣдко в гараздѣ жіє́.
2380,"Богачь ся дивує, чим убогій дѣти годує."
2381,"Богачь ся дивує, що бѣдный обѣдує."
2382,"Богачь ѣсть колачь, а бѣдный и хлѣба не має."
2383,"Богачь, а свиня по смерти скотина."
2384,"Богом ся свѣдчить, а чортови душу запродав."
2385,"Богу хвала, що ся душа напхала."
2386,"Бодай жартовати, а не хоровати."
2387,Бодай и пес свою хату мав.
2388,"Бодай мо̂й ворог знав, що нынѣ за день."
2389,Бодай так пси траву ѣли по тій правдѣ.
2390,Бодай тя качки здоптали.
2391,Бодай тя пан Бо̂г мав — в чужій коморѣ.
2392,"Бодай умерати, а в сво̂й горщок зазирати."
2393,Бодай єсь богато видѣв; а не мав за що купити.
2394,"Боже дай добре, та не довго ждати."
2395,"Боже поможи, а ты небоже не лежи."
2396,"Божево̂льный Марку, ходишь по ярмарку; нѣ купуєшь, нѣ торгуєшь, тилько робишь сварку."
2397,Боится як чорт свяченои воды.
2398,"Боится, щобы му заяць дороги не перебѣг."
2399,"Бойки, що роблять мало, а ходять по легойки."
2400,Болить горло спѣвати дурно.
2401,"Борг умер, зачекай не жіє, хто не має грошей, най не пьє."
2402,"Борода велика, а розуму мало."
2403,Борода не робить мудрым чоловѣка.
2404,"Борода як у владыки, а сумлѣнье як у шибеника."
2405,"Борода як у старого, а розуму нѣт и за малого."
2406,"Борщ а капуста, хата не пуста."
2407,"Боятися вовка, та у лѣс не йти."
2408,"Брат собѣ рад, а сестра собѣ несла."
2409,"Брехати, не цѣпом махати."
2410,Брехливу собаку далше чути.
2411,"Бридится, як ко̂т салом."
2412,Був вовк в сѣти и перед сѣтью.
2413,Бував в Буваличох.
2414,"Бував на кони и по̂д конем, на столѣ и по̂д столом."
2415,"Бувай здоров розуме, не зобачимося ажь савтря."
2416,"Бувай здоров, колим змолов."
2417,"Бувай здорова як рыба, гожа як вода, весела як весна, робоча як пчола, а богата як земля святая."
2418,"Буде добре, як мине зле."
2419,"Буде дощ, бо Жиди волочатся."
2420,Буде́ (досить) єдного сонця на небѣ.
2421,"Будем мати весѣлье, тато маму выдає."
2422,"Будемося гостити — то у вас, то в тебе."
2423,"Будешь дула, будешь ѣла; не будешь дула, не будешь ѣла."
2424,"Будь добрым выслухачом, будешь добрым повѣдачом."
2425,Бурлак свѣчки до церквы не всуче.
2426,Бути козѣ на торзѣ.
2427,"Бьють, и плакати не дають."
2428,Бьєся за масляни̂ вышкварки.
2429,Бій бриндзю в дѣраву дѣжку.
2430,Бій забій на него.
2431,"Бій пса, най буде добрым."
2432,Бій тя сила божа!
2433,Бійся в груди — лайся в мать.
2434,"Бѣгає, як ко̂т загореный."
2435,Бѣда бѣдному и без наймита.
2436,"Бѣда бѣду породила, а бѣду чортова мати."
2437,"Бѣда бѣду породила, а бѣды и чорт не возьме."
2438,Бѣда бѣду тримає.
2439,Бѣда бѣдѣ на слободѣ.
2440,Бѣда з бѣдою ходить.
2441,"Бѣда на престолѣ, коли нема ничого в студолѣ."
2442,Бѣда не знає приказу.
2443,"Бѣда не спить, але по людех ходить."
2444,"Бѣда не ходить по лѣсѣх, але по людьох."
2445,"Бѣда тіи курцѣ, що на нѣй сокола заправляють на ловы"
2446,Бѣда учить хлѣба.
2447,"Бѣда чоловѣка найде, хочь и сонце зайде."
2448,"Бѣда, у кого жѣнка блѣда, а в кого румяна, то кажуть що пяна."
2449,"Бѣда, як дуда, куда йде, то реве."
2450,Бѣдному всюды бѣда.
2451,Бѣды и гро̂м не забьє.
2452,"Бѣды нѣ продати, анѣ промѣняти."
2453,"Бѣжить, як швець с чобо̂тми на торг."
2454,Бѣлый як Арап — чорный як гусь.
2455,"Бѣс бѣду перебуде, єдна згине, десять буде."
2456,"В Бозѣ надѣя, коли хлѣб в торбѣ."
2457,"В буддень по старецькі, а в недѣлю по панськи."
2458,В великим постѣ не ходи в гостѣ.
2459,В головѣ му вилами укладали.
2460,"В головѣ то̂к, в языцѣ цѣп; де схочу то змолочу."
2461,В добру хвилю чекай злои.
2462,"В добрѣ ся не знає, а о бѣдным не гадає."
2463,"В дорозѣ, в гостинѣ памятай о худобинѣ."
2464,В живіи очи бреше.
2465,"В зимѣ сонце як мачоха — свѣтить, а не грѣє."
2466,В коршмѣ нема пана.
2467,В кропивѣ (на смѣтью) шлюб брав.
2468,"В лѣсѣ був, а дров не выдѣв."
2469,"В лѣсѣ дрива рубають, а до села трѣски падають."
2470,"В лѣтѣ и качка прачка, а в зимѣ и Тереся не береся."
2471,В мужа краду и перед него кладу.
2472,"В нещастью нема нѣ брата, нѣ свата."
2473,"В ночи всѣ коты буріи, а всѣ коровы сѣріи."
2474,В одній руцѣ палцѣ та не однакови̂.
2475,В очеретѣ шукає сука.
2476,В пригодѣ мысль о свободѣ.
2477,В пригодѣ по̂знавай пріятеля.
2478,"В свои чоботы хоче, го взути."
2479,"В середу постила, а кобылу вкрала."
2480,В службѣ треба ухом землѣ пріймати.
2481,В Станѣславѣ кождый на своѣй стравѣ.
2482,"В танцѣ два ко̂нцѣ; чи сам впадешь, чи тя трутять, то ся по̂бьєшь."
2483,В убогого все по обѣдѣ.
2484,"В убогого тогдѣ недѣля, коли сорочка бѣла."
2485,В хатѣ як в загатѣ.
2486,В часѣ погоды бо̂йся великои воды.
2487,"В чипци уродився, а на посторонку згине."
2488,"В чоботьох ходить, а босіи слѣды робить."
2489,В чоботьох єй чоловѣк умер.
2490,"В чѣм паны бракують, в тѣм убогіи смакують."
2491,В щастью не вмѣє чоловѣк статковати.
2492,"Варовався кія, та палкою до̂став."
2493,"Вези кобыло, хоть тобѣ не мило."
2494,Великая руська мати.
2495,Великим панам трудно правду казати.
2496,Великоє дерево поволи росте.
2497,"Великоє свято, що Климко в церквѣ."
2498,"Великій дуб, та дупловатый."
2499,"Великій рот у вола, а говорити не може."
2500,"Великій свѣт, а нема ся де дѣти."
2501,"Великій татарській ко̂нь, а дурный."
2502,"Величаєся, як (выбачте) свиня в дощ."
2503,"Верещить, як дѣдько."
2504,"Вертится, як швець в ярмарок."
2505,Весна раз красна. Вже дво̂рскои поливки хлиснув — та оброкового хлѣба покушав.
2506,Вже менѣ и в пеклѣ го̂рше не буде.
2507,Вже по всьому — вже клямка запала.
2508,"Взяв бѣс коня, най и уздечку бере."
2509,Взяв го дѣдько за старый довг.
2510,"Взяв убогому поле, а богатому дав."
2511,"Взяв чорт бато̂г, най бере и пужало (бичиво)."
2512,"Взяв чорт корову, нехайже и теля возьме."
2513,"Взяв чорт, як своє."
2514,"Вився, як гадина."
2515,Винного двома батогами не бьють.
2516,Власна хвальба не платить.
2517,"Власне лайно (шановавши слухи вашіи) нѣ смердить, нѣ пахне."
2518,"Влѣз в чужу солому, тай шелестить."
2519,Влѣз межи молот и ковало.
2520,"Вмѣти не вмѣти, треба говорити."
2521,"Во̂вцю скубуть, а козам на вѣжки дають."
2522,Во̂д головы рыба смердить.
2523,"Во̂д дошки до дошки, а в середині анѣ трошки."
2524,"Во̂д дурня чую, то ся не дивую."
2525,Во̂д злого давця бери и капця.
2526,Во̂д ко̂нця до ко̂нця.
2527,"Во̂д козика до ножика, во̂д ножика до коника."
2528,Во̂д лихого довжника и поло́ву бери.
2529,Во̂д напасти не пропасти.
2530,"Во̂д огня бѣжу, а в воду скачу."
2531,"Во̂д рогу до рогу, хто кого ошукає, то хвала Богу."
2532,Во̂д свого пана мила и рана.
2533,"Во̂д смерти анѣ во̂дхреститися, аиѣ во̂дмолитися."
2534,Во̂д чорта не буде добра.
2535,Во̂дважный Жид и в школі (шановавши честь вашу) бздить.
2536,Во̂дпала му во̂д рота цыцка.
2537,"Во̂дпусти Боже грѣха, коли пригода лиха."
2538,"Во̂дпусти Боже, коли тра борше."
2539,"Во̂дсадив го, як кота во̂д сала."
2540,"Во̂дси рѣка, во̂дти гора, а в серединѣ бѣда (Галичь)."
2541,"Во̂дхрестишься во̂д дѣдька, а збудешься грѣха."
2542,"Во̂дчепися напаснику, я не була на празнику."
2543,"Во̂з там мусить, де го кони тягнуть."
2544,"Во̂л гребе, и сам на себе персть мече."
2545,Во̂льно губцѣ в своѣй халупцѣ.
2546,Во̂льно собацѣ и на Бога брехати.
2547,Во̂н собѣ байдуже.
2548,Вовк и личени̂ во̂вцѣ бере.
2549,Вовк лежачи не утыє.
2550,Вовк старый не лѣзе до ямы.
2551,Вовк сытый и во̂вця цѣла.
2552,"Вовк хованый, пріятель перепрошеный, сын прибраный, а Жид хрещеный, то все непевни̂."
2553,Вовк через послы не тыє.
2554,Вовка ноги годують.
2555,Вовка треба оженити.
2556,"Вовка у плуг, а во̂н к чорту в луг."
2557,Вовка щось все до лѣса тягне.
2558,"Вовка як годуй, а во̂н у лѣс дивится."
2559,Вовки го з-ѣли (бавится).
2560,Вовкови барана з горла не выдрешь.
2561,Вод напасти и полу́ врѣжь а втікай.
2562,Вода в решетѣ не встоится.
2563,"Вода все сполоще, лише злого слова нѣколи."
2564,"Вода з водою зійдется, а чоловѣк с чоловѣком."
2565,Воду вари вода буде.
2566,"Вола вяжуть мотузом, а чоловѣка словами."
2567,"Вола голов не болѣла, коли корова теля родила."
2568,Волом зайця не догонишь.
2569,"Волос сивѣє, а голова шалѣє."
2570,"Волочеся, як голодне лѣто."
2571,"Волочится, як волоцюга у плуга."
2572,"Волы, конѣ по оборѣ, а бѣда по перед очи."
2573,"Волы, коровы даю, але долѣ не вгадаю."
2574,"Волю́ коловати, як просто ѣхати а бѣдовати."
2575,"Волѣєшь свои воши бити, нѣжь чужіи гроши лѣчити."
2576,Воробець на себе смерти не має. (Казка).
2577,"Ворог, то не птах, що в своє гнѣздо каляє."
2578,Ворон воронови ока не выклює.
2579,"Ворона хоть мала, а рот має великій."
2580,"Впав в бѣду, як курка в борщ."
2581,"Все в сподѣ, не на верха."
2582,"Все гаразд, жѣнка ледащо, не зварить, не спече, коли нема що."
2583,Все йде в спак. — по̂шло на пси.
2584,"Все купишь, лише тата и мамы нѣ."
2585,"Все має, хиба ще птасього молока забагає."
2586,Все ми сорочка не мила.
2587,"Все мине, а грѣх зо̂стане."
2588,"Все може нагородитися, ино страх нѣколи."
2589,Все на бѣдного дригота.
2590,Все недогода бабиній дѣвцѣ.
2591,Все рыба и хрущ мясо.
2592,"Все єдно, чи кнышь, чи пиро̂г."
2593,"Встав, оперезався — зо всѣм зо̂брався."
2594,"Встань жѣнко — будемо говорити, бо люди о нас давно не говорять."
2595,"Вступися грибе, най козарь сяде."
2596,"Встѣби мене Боже, де мя не потреба."
2597,Всьо бери — а мене лиши.
2598,Всьо в арендѣ — брехня не в арендѣ.
2599,"Всюды бѣда—лишь там добре, де нас нема."
2600,"Всюды гаразд, а в дома найлѣпше."
2601,"Всюды гаразд, де нас нема."
2602,"Всѣ паны, а хто буде (выбачте) свинѣ пасти."
2603,"Втѣкай голый, обо̂друть тя."
2604,"Выбераєся, як за море стрѣляти."
2605,Вывѣв єго в поле.
2606,Выдав го на зарѣз.
2607,Выйшов на ѣцкову суку.
2608,"Вылетѣло, як мак, а учинили, як шпак."
2609,Вымѣняв шило на швайку.
2610,"Выори мѣвко, посѣй рѣдко, уродится дѣдько."
2611,"Вырвався, як заяць с конопель."
2612,"Выслизнувся, як пискорь з матнѣ."
2613,Высокіи пороги на нашѣ ноги.
2614,"Высокій, як дуга."
2615,Выстрихнув го на блазна.
2616,"Вытрѣщив очѣ, як зарѣзаный баран."
2617,"Вытрѣщився, як дѣдько."
2618,Выховав детину в добрую годину.
2619,"Выхопився, як Козак з маку (Казка)."
2620,"Выщирив зубы, як цыганськи̂ дѣти до мѣсяця."
2621,Выють тоє вже и вовки в;лѣсѣ.
2622,"Вѣно: або вовк зѣсть, або згине само."
2623,Вѣтер божій дух.
2624,Гадина в єго словах дихає.
2625,Гадину має за пазухою.
2626,"Гадка гадку прошибає, журится, що нѣчог' не має."
2627,"Гадка за горами, а смерть за плечами."
2628,"Гаду, гаду, а мыши в крупах."
2629,Газда цѣлою губою.
2630,"Гала, драла — гоца драла."
2631,"Галу, балу, а (вибачайте) свинѣ в рѣпѣ."
2632,Гаразд тобѣ — сидижь собѣ.
2633,Гаразд — кобы вытримати.
2634,"Гараздови не хоче, а бѣду мусить."
2635,"Гаразду знести не може, а бѣду терпить."
2636,Гарбуз мамѣ — а татови дыня.
2637,"Гарбуза наѣжься, а на вербу подивися, то станешь голоден."
2638,"Гей! гей! — та не дома, куда мацну, то солома."
2639,Гетьта впала — вѣсьта встала.
2640,"Ги на тя, пек тобѣ осина (не до вас мовлячи)."
2641,Гине як рыба за водою.
2642,Глухого а нѣмого справы не допытаєшься.
2643,Глухого пытайся — а во̂н Богу молится.
2644,Глухому пѣсню спѣвати.
2645,"Глухій, що не дочує, то выгадає."
2646,Глянь на себе — буде с тебе.
2647,"Го̂рка гостина, коли лиха година."
2648,Го̂рко зароблю — солодко з-ѣм.
2649,"Го̂ркій свѣт — тато и мама ослѣп, а дѣти по́мацки ходять."
2650,"Го̂сть лавы не засидить, ло̂жка не залежить."
2651,"Го̂сть не прошеный, не дуже буває тученый."
2652,"Го̂сть першого дня золото — другого срѣбло — третого мѣдь, а четвертого до дому ѣдь."
2653,Говори Грицю богородицю.
2654,"Говори до горы, пане Григоре, а гора таки дурна."
2655,Говори до неи а в неи Маковеи.
2656,"Говори до стовпа, а стовп стоить."
2657,Говори Климе най твоє не гине. (Казка.)
2658,Говори Петре с фостом.
2659,Говори чорте за паном.
2660,"Говорила небо̂жченька до самои смерти — а як вмерла, то ноги задерла."
2661,"Говорить, що слина до губы принесе."
2662,"Говорить, як на му́ках."
2663,"Говорить, як спить."
2664,"Говорить, якбы в него купити."
2665,"Говорить, якбы три дни хлѣба не ѣв. Говорить, як з бочки."
2666,"Говорѣм за вовка, говорѣм и по за вовка."
2667,"Година платить, година тратить."
2668,"Годуй мене до Ивана, а я с тебе зроблю пана."
2669,Годѣ куме чести.
2670,"Годѣ куме ѣсти, бо не буде на пироги мѣсце."
2671,"Голова болить, а хлѣб, як на огни, трѣщить."
2672,"Голова велика, а розуму мало."
2673,Голова во̂д клопоту трѣщить.
2674,"Голова головѣ, а фо̂ст фостови (не при вас мовлячи)."
2675,"Голова ко̂сть, а зад (выбачте) мясо, в голову цѣлують, а в зад бьють."
2676,Голова мѣсця шукає.
2677,"Голова не до рады, а (выбачте) зад не до крѣсла."
2678,Головов стѣны не пробьєшь.
2679,"Головѣ клопо̂т, а бѣдѣ весѣлье."
2680,Голого лехко голити.
2681,Голоде дай ѣсти!
2682,Голодне око не засне.
2683,Голодному завсѣды полуднє.
2684,Голодному и во̂всяник добрый.
2685,Голодному хлѣб на гадцѣ.
2686,"Голодному, кожда страва добра і̂ому."
2687,Голодный и кія не боитcя.
2688,Голодный як пес.
2689,Голодных и муха повадить.
2690,"Голодній кумѣ, хлѣб на умѣ."
2691,"Голубець гукає, як пары шукає."
2692,"Голый и босый, а голова в вѣнку."
2693,Голый розбою не боится; мокрый дощу не лякаєтся.
2694,"Голый, як турецкій святый. — як пень. — як бубен. — як мати на свѣт родила."
2695,"Гоняться, як хмары."
2696,"Гора з горою не зійдеся, а чоловѣк с чоловѣком завсѣды."
2697,Горбатого и могила не справить.
2698,Горда душа в убогим тѣлѣ.
2699,"Горе дворови, де корова росказує волови."
2700,"Горнець ко̂тлови доганяє, а оба смо̂льніи."
2701,Горох на стѣну кидає.
2702,"Горох, капуста, хата не пуста."
2703,"Горѣвка не дѣвка, а мачуха не мати."
2704,"Горѣвка не дѣвка, а Семен не дурень."
2705,"Горѣвка не дѣвка, не треба ѣй цѣловати."
2706,Господарь слузѣ не выкає.
2707,"Господи допомагай, перше на хрестины, як на коровай."
2708,Господи! дай сво̂й час добрый.
2709,Господи! злѣзь та подивися.
2710,"Граду, тучи уво̂йшов, а злых рук не уво̂йшов."
2711,Грай Петре! а все шумки. (Казка.)
2712,Грицю! не спускайся на паланицю.
2713,Громада великій чоловѣк.
2714,Грѣнка му упала.
2715,"Грѣх не лычком звязати, та по̂д лаву сховати."
2716,"Губа в него, як холява."
2717,Губа як на коловоротѣ лѣтає.
2718,"Губою говори, а руками роби."
2719,"Губою що хочь плети, а руки при собѣ держи."
2720,"Гуку, пуку за талярь, а чоботы за шостак."
2721,"Гуляй душа без кунтуша, шукай пана без жупана."
2722,"Гуляй душа в тѣлѣ, коли кости в цѣлѣ."
2723,"Гуманській дурень с чужого воза бере, а на сво̂й кладе."
2724,"Гучно, бучно, а в пяты зимно."
2725,Гуща дѣтій не розганяє.
2726,"Дав Бо̂г душу як в грушу, волѣвбы козу, тобы молока дала."
2727,Дав бы му и сорочку с себе.
2728,"Дав бы'м на молебен, але'м сам потребен."
2729,Дав му бобу залѣзного з-ѣсти.
2730,Дав му куку в руку.
2731,Дав єи Бо̂г долю як фандолю.
2732,"Дав єсь Боже тому, що не може, а я бы змо̂г, та не дав Бо̂г."
2733,"Давали, а не выймали."
2734,Давни̂ пригоды боронять во̂д шкоди.
2735,"Давно пропало, що з воза упало."
2736,"Дай Боже бѣды, а грошѣ будуть."
2737,"Дай Боже гостя в до̂м, то и я напьюся при ним."
2738,"Дай Боже здорово сходити, а на друге заробити."
2739,Дай Боже на перед бо̂лше!
2740,"Дай кому волю, а собѣ неволю."
2741,"Дай кому жѣнку, а сам труби в кужѣвку."
2742,"Дай коневи во̂вса, а гони го як пса."
2743,"Дай курцѣ гряду, а вона летить на банти."
2744,"Дай менѣ Боже той розум на перед, що Русинови на послѣд."
2745,"Дай серцю волю, а сам по̂дешь в неволю."
2746,"Дай старче палицю, а тебе най пси ѣдять."
2747,"Дай ти Боже тилько гадки, абы 'сь о мнѣ забув."
2748,"Дай хлѣба-соли ворогови, хоть як скаженому псови."
2749,"Дай, не дай — а не лай."
2750,"Дайте и сало, абы за моє стало."
2751,Далеко куцому до заяця.
2752,"Далеко, як небо во̂д землѣ."
2753,"Дали му по московськи, ажь ся лоб закурив."
2754,"Дали ѣсти, а не було де сѣсти."
2755,Дар за дар — слова за слова.
2756,Дармо колодку через пень валити.
2757,Дармо с сухои кирницѣ воду брати.
2758,"Дармо сушить голову небоже, крупа пшоном бути не може."
2759,Дармо — треба бренькнути.
2760,Дарованому коневи не заглядають в зубы.
2761,"Даси коневи половы, буде робив поволи."
2762,"Даси руками, не виходить ногами."
2763,Дасть Бо̂г и во̂д квасу окрасу.
2764,Дає собѣ по носѣ грати.
2765,"Два Жиды, а двѣ невѣстѣ зроблять ярмарок в мѣстѣ."
2766,"Два кметѣ, пан третій."
2767,"Два когуты, два дымы и двѣ господинѣ нѣколи ся не згодять."
2768,Два третього не ждуть.
2769,"Двом панам служить, а сорочки не має."
2770,Двом панам тяжко служити.
2771,"Двох недужих сѣли, тай хлѣб з-ѣли."
2772,"Двоє рѣдких, третій борщ."
2773,"Де Бо̂г церкву ставить, там дѣдько коршму."
2774,"Де богато господинь, там хата не метена."
2775,"Де в Бога коршма, а в чорта церков?"
2776,"Де великая рада, там рѣдкій борщ."
2777,"Де верба, там и вода."
2778,"Де во̂двага, там и щастье."
2779,"Де все гостина, там голод не далекій."
2780,"Де го не посѣєшь, там зійде."
2781,"Де голова блудить, там фо̂ст рядить."
2782,"Де громада церков ставить, там пан коршму."
2783,"Де густа рука, не треба й друка."
2784,"Де густо, там не пусто."
2785,"Де двох бьєся, третій не мѣшайся."
2786,"Де дерево рубають, там трѣски падають."
2787,"Де добре пиво, не треба й вѣхи."
2788,"Де дѣдько не посѣє, там ся баба вродить."
2789,"Де кого долѣгає, там руков сягає."
2790,"Де кого не просять, то кієм выносять."
2791,"Де кого не свербить, там ся не чухрає."
2792,Де кум? — де коровай? —
2793,"Де люблять, не части, де не люблять, не ходи."
2794,"Де люде ходять, там трава не росте."
2795,"Де мило, там очи — де болить, там руки."
2796,"Де мужь старый а жѣнка молода, там рѣдка згода."
2797,"Де не горить, там ся не курить."
2798,"Де не можешь перескочити, там по̂длѣзь."
2799,"Де незгода, там часта шкода."
2800,"Де нема лиця, там нема встыда."
2801,"Де нема, сам Господь не возьме."
2802,"Де нестає вовчои скиры, надстав лиса."
2803,"Де по̂де лис, то всюды увис."
2804,"Де по̂де Тера, все ѣй го̂рка вечера."
2805,"Де по̂де, то все золоти̂ грушки за ним ростуть."
2806,"Де розуму не стає, там силы добуває."
2807,"Де руки и охота, там спора робота."
2808,"Де сила (множество), там и мо̂ць."
2809,"Де ся двом варить, третій ся поживить."
2810,"Де ся двох бьє, там третій за калитку бере."
2811,"Де ся тіи часи дѣли, коли сами ковбаси до губы летѣли?"
2812,"Де сѣсти, там сѣсти, абы що з-ѣсти."
2813,"Де ти ради̂, там рѣдко бувай; а де не ради̂, там не заглядай."
2814,"Де той хлѣб дѣвся, що 'сьмо вчора з-ѣли?"
2815,"Де тонше, там ся рве."
2816,"Де тя просять не вчащай, де не просять не бувай."
2817,"Де хата не метена, там дѣвка не плетена."
2818,"Де храм, то и я там."
2819,"Де хто лѣтовав, най там и зимує."
2820,"Де худоба, там и шкода."
2821,"Де чорт сам не зможе, там бабу по̂шле."
2822,"Де щастье упало, там и пріятель мало."
2823,"Де ѣдять, там ся тисни, де грошѣ лѣчуть, там ся не пхай, а де бьють, утѣкай."
2824,"Дере коза лозу, а хлоп козу, а хлопа Жид, а Жида пан, а пана юриста, а юриста триста."
2825,"Десь не дав гроша, там не пхай носа."
2826,"Десять разо̂в мѣрь, а раз утни."
2827,"Дешева рыба, дешева и юшка."
2828,"Ди́во, не решето, богацько дѣрок, а нѣкуда вылѣзти."
2829,"Ди́во, що у пана жѣнка хороша."
2830,"Ди́во, як сито, а чудо, як решето."
2831,"Дивится, як во̂л на новіи ворота."
2832,Дивного фелю чоловѣк.
2833,"Дитина що ся поступить, то лупить."
2834,"Дитину люби як душу, а тряси як грушу."
2835,"Дитину серцем люби, а руками гнети."
2836,"Для пріятеля нового, не пускайся старого."
2837,"Дмеся, як лехкє в борщи."
2838,"Днесь менѣ, а завтра тобѣ."
2839,До Бога с прозьбою.
2840,До готового хлѣба знайдеся губа.
2841,До Дмитра (каже дѣвка): А люшки! бо тя перескочу — а по Дмитрѣ: А кота! бо тя наздопчу.
2842,"До Дмитра дѣвка хитра, а по Дмитрѣ хочь нею грубу вытри."
2843,До доброи кирницѣ стежка удоптана.
2844,"До Ильѣ ро̂й по̂д гилѣ, а по Ильѣ ро̂й на гилѣ."
2845,"До кривои дѣры, тра кривого ко̂лка."
2846,До кума треба розума.
2847,До милованя нема силованя.
2848,"До мого берега нѣчог' не приплине, хиба трѣска або — —"
2849,"До мѣста по грошѣ, а на село по розум."
2850,"До оружа! до хлѣба, та до ножа."
2851,До права треба мати два мѣшки: оден грошей а другій бачности.
2852,"До святого Духа не скидай кожуха, а по святим Дусѣ ще ходи в кожусѣ."
2853,"До сѣмь лѣт чеши, по семи лѣтех стережи, ще заплати кому, щоб' взяв лихо з дому."
2854,"До сѣти впаде, хто з дурным краде."
2855,"До тарѣлки, напіймося горѣлки."
2856,"До́бра дѣвка — як старосты йдуть, тогды хату мете."
2857,До́бра на мою мѣнку; нехай мене бьють.
2858,"Добра вода, бо не мутить ума."
2859,Добра воля стане за учинок.
2860,Добра птиця свого гнѣзда не каляє.
2861,"Добра рада, як готови̂ гроши, а лихая готове нещастьє."
2862,Добра справа не потребує суду.
2863,"Добра то рѣчь, що є в хатѣ пѣчь."
2864,"Добре богатому красти, а старому брехати."
2865,Добре глухому — не скаже нѣкому.
2866,"Добре говорити, кого не болить."
2867,"Добре говорить, а злоє творить."
2868,"Добре господинѣ, коли повно в судинѣ."
2869,"Добре гудѣти, коли є в чим шумѣти."
2870,"Добре дурѣти, коли приступає."
2871,Добре нѣколи не укучится.
2872,Добре рѣцѣ с потоками.
2873,"Добре само ся свалить, а злоє похвалы негодно."
2874,Добре слово стоить за завдаток.
2875,"Добре ся довго памятає, а злоє ще довше."
2876,"Добре ся пестити, коли ся є де змѣстити."
2877,Добре ся ширити в чужи̂м.
2878,Добре то люде повѣдають.
2879,"Добре того страшити, 'же ся боить."
2880,"Добре той радить, хто людей не звадить."
2881,"Добре тому ковалеви, 'же на обѣ руки кує."
2882,Добре шумѣти в чужи̂м.
2883,"Добри̂ дѣти вѣнець, а лихіи конець."
2884,"Добро все умѣти, а не все робити."
2885,Добро дурня здурити.
2886,Добро псу муха.
2887,"Добро́ тиць, як ниць."
2888,"Доброго коршма не зо̂псує, а лихого и церков не направить."
2889,Доброє ковало не боится молота.
2890,"Добрый жнець не пытає, чи широкій заго̂нець."
2891,"Добрый интерес, коли повный черес."
2892,"Добрый курець, коли є люлька и тютюнець."
2893,"Добрый пан — нѣ бьє, нѣ лає, та в ничим не дбає."
2894,"Добрый пес лучшій, як злый чоловѣк."
2895,"Добрый хлѣб, коли нема колача."
2896,Доведе язык до Кієва — але и до кія.
2897,"Довжник весело бере, а смутно во̂ддає."
2898,"Догаджає, як чиракови на ритѣ (шановавши сонѣнько святоє и день бѣлый и вас яко кречных)."
2899,"Догана мудрого бо̂льше стоить, як похвала дурного."
2900,"Доки ся не намучить, доти ся не научить."
2901,"Дома лев, а на во̂йнѣ тхо̂рь."
2902,Домового злодѣя нѣхто не встереже.
2903,"Доробився хлѣба, ажь зійшов на дѣда."
2904,"Доси збанок воду носить, доки му ся ухо не урве."
2905,"Доскулив, як пугою по водѣ."
2906,Дочекався Грицько гречанои паски.
2907,Дощ льє як з луба — як с коновки — як з бочки.
2908,"Дреся горло — цыбы спало, цыбы жерло?"
2909,Дрижить як Гуцул над дѣтьми.
2910,Дров до лѣса нѣхто не носить.
2911,Дурень нѣчнм ся не журить: горѣвка пьє и люльку курить.
2912,Дурень псови очи псує.
2913,Дурневи вѣчная память.
2914,Дурневи и Бо̂г не противится.
2915,"Дурный дає, а розумный бере."
2916,Дурный и в Кієвѣ не купить розуму.
2917,"Дурный носить серце на языцѣ, а мудрый в серци."
2918,Дурный як турецкій ко̂нь.
2919,"Дурный, коли мовчить, то за мудрого уходить."
2920,"Дурня на ноги тручай, а во̂н на голову паде."
2921,"Дурнѣв нѣ сѣють, нѣ орють, сами ся родять."
2922,Дурѣє — бо му ся добре дѣє.
2923,Душа в мене вступила.
2924,Душа в тѣлѣ — а сорочку воши з-ѣли.
2925,Душа до нього спати ходить.
2926,"Дуєся, як лопух на вогни."
2927,"Дѣвка, як верба, де ю посадишь там пріймеся."
2928,"Дѣвка, як огонь — невѣста як коругов."
2929,„Дѣду! село горить.“ — „Я торбу беру — на друге йду?“ —
2930,"Дѣд о хлѣбѣ, а баба о фіялках."
2931,Дѣдька посѣй — дѣдько ся вродить.
2932,Дѣдько го сюда принѣс.
